用户ID,客户分类,区域,是否省会,7月销量,8月销量,9月销量,10月销量,11月销量
561,B类,二线城市,否,14,3,3,4,5
885,B类,一线城市,否,7,12,10,12,4
1041,B类,二线城市,否,4,5,,10,6
2597,B类,二线城市,否,4,1,7,3,2
2858,B类,二线城市,否,2,,,4,3
4767,B类,二线城市,否,4,,3,0,3
5467,B类,二线城市,否,9,4,4,3,6
6926,B类,二线城市,否,5,3,8,3,3
7045,B类,二线城市,否,5,9,,9,9
7643,B类,二线城市,否,4,,8,3,2
7983,B类,一线城市,否,9,7,11,8,6
8986,B类,二线城市,否,9,2,1,19,8
9012,B类,二线城市,否,8,4,6,5,4
9535,B类,二线城市,否,8,7,9,11,7
9979,B类,二线城市,否,23,12,18,10,9
10626,B类,一线城市,否,9,1,3,4,3
11447,B类,二线城市,否,2,1,1,1,3
12338,B类,二线城市,否,5,3,6,7,5
13489,B类,二线城市,否,4,1,,0,11
15702,B类,二线城市,否,52,42,51,57,55
16538,B类,二线城市,否,6,1,7,7,2
17670,B类,三线城市,否,1,4,1,2,1
19535,B类,三线城市,否,4,,6,0,1
23238,B类,二线城市,否,6,5,6,2,2
24513,B类,一线城市,否,1,4,1,4,13
25313,B类,三线城市,否,5,3,1,0,5
26143,B类,二线城市,否,3,7,2,2,0
28502,B类,二线城市,否,2,,6,3,1
30089,B类,三线城市,否,5,4,3,2,0
32705,B类,二线城市,否,2,3,4,5,6
33905,B类,一线城市,否,11,8,6,7,1
34656,B类,二线城市,否,1,2,1,4,5
35348,B类,二线城市,否,4,2,5,2,5
36272,B类,二线城市,否,4,6,5,9,7
37405,B类,二线城市,否,4,4,3,2,0
37607,B类,三线城市,否,11,14,9,2,3
38172,B类,二线城市,否,5,2,6,6,8
41788,B类,二线城市,否,7,6,5,6,4
42103,B类,二线城市,否,52,24,42,16,23
43672,B类,二线城市,否,,,3,0,0
45257,B类,二线城市,否,,,,7,3
45533,B类,二线城市,否,,,3,1,1
45637,B类,三线城市,否,8,,5,6,3
46286,B类,二线城市,否,5,2,5,0,5
46441,B类,二线城市,否,8,3,2,2,2
47247,B类,二线城市,否,5,,1,0,0
47541,B类,二线城市,否,4,,8,0,4
47617,B类,二线城市,否,2,1,,2,2
47865,B类,二线城市,否,5,7,17,9,4
48460,B类,二线城市,否,4,1,5,2,7
48636,B类,二线城市,否,,,10,4,2
48874,B类,二线城市,否,14,1,8,2,1
49625,B类,二线城市,否,7,4,8,2,7
49696,B类,二线城市,否,5,4,10,7,4
50832,B类,二线城市,否,5,7,8,11,4
51209,B类,二线城市,否,5,9,10,7,8
51246,B类,二线城市,否,5,8,5,3,2
51563,B类,二线城市,否,12,1,0,4,6
51725,B类,二线城市,否,5,1,4,4,11
52066,B类,二线城市,否,3,3,10,1,1
53343,B类,三线城市,否,6,1,3,4,1
54348,B类,二线城市,否,,2,4,1,2
54402,B类,二线城市,否,2,1,4,2,0
54539,B类,二线城市,否,4,10,3,13,25
54905,B类,三线城市,否,11,8,,0,0
55234,B类,二线城市,否,,1,,0,0
55529,B类,一线城市,否,4,7,16,8,7
56013,B类,一线城市,否,2,5,9,4,3
56340,B类,二线城市,否,36,8,2,0,3
57061,B类,二线城市,否,4,9,6,4,6
57371,B类,二线城市,否,7,6,8,12,4
57604,B类,二线城市,否,8,4,1,1,2
57905,B类,二线城市,否,12,3,9,5,8
58157,B类,一线城市,否,9,5,4,2,1
58852,B类,二线城市,否,8,8,3,8,3
58892,B类,二线城市,否,7,5,2,5,3
58946,B类,二线城市,否,,3,4,2,6
59495,B类,二线城市,否,9,9,2,5,7
60086,B类,二线城市,否,4,6,11,6,8
60248,B类,二线城市,否,11,,,6,6
60471,B类,二线城市,否,,3,1,4,5
60838,B类,二线城市,否,6,6,2,1,3
60898,B类,一线城市,否,5,5,6,8,6
61192,B类,二线城市,否,10,2,10,10,6
61384,B类,二线城市,否,7,1,,0,0
61422,B类,二线城市,否,1,5,3,3,3
61495,B类,二线城市,否,,2,1,0,0
61551,B类,二线城市,否,1,3,1,2,0
61796,B类,二线城市,否,5,7,10,4,14
62133,B类,二线城市,否,4,5,5,6,12
74,B类,二线城市,否,8,3,2,2,1
187,B类,二线城市,否,6,6,3,3,0
789,B类,二线城市,否,8,6,7,7,3
821,B类,一线城市,否,10,5,8,6,6
1024,B类,二线城市,否,2,2,4,0,5
1089,B类,二线城市,否,7,4,11,6,4
1098,B类,二线城市,否,8,8,8,8,2
1365,B类,一线城市,否,5,2,10,3,4
1479,B类,二线城市,否,9,3,3,4,1
2313,B类,二线城市,否,3,5,9,5,8
2662,B类,二线城市,否,3,6,5,4,5
4311,B类,二线城市,否,14,10,2,4,5
5593,B类,二线城市,否,17,9,5,9,4
7355,B类,三线城市,否,,5,3,1,3
7830,B类,一线城市,否,,,1,0,2
7833,B类,二线城市,否,21,10,9,14,17
8172,B类,一线城市,否,6,7,1,9,3
8718,B类,二线城市,否,,6,3,1,6
8918,B类,二线城市,否,7,6,10,11,8
10930,B类,二线城市,否,5,10,3,7,9
11126,B类,二线城市,否,3,,11,16,11
11220,B类,二线城市,否,3,3,,0,5
13457,B类,二线城市,否,10,8,11,10,9
13660,B类,二线城市,否,1,2,,0,0
13925,B类,二线城市,否,6,5,7,5,5
13991,B类,二线城市,否,3,2,2,0,4
14024,B类,二线城市,否,4,,4,4,2
14105,B类,三线城市,否,13,,3,1,7
14484,B类,二线城市,否,2,5,4,11,8
14750,B类,一线城市,否,11,6,2,4,0
15666,B类,二线城市,否,6,7,7,4,4
16104,B类,二线城市,否,8,6,3,0,2
17007,B类,二线城市,否,8,2,7,3,10
18080,B类,二线城市,否,6,7,3,11,4
18650,B类,三线城市,否,9,4,18,0,4
18727,B类,二线城市,否,10,1,4,4,4
21522,B类,二线城市,否,3,5,1,9,2
21662,B类,二线城市,否,4,,2,3,2
22861,B类,二线城市,否,5,2,8,5,3
23244,B类,二线城市,否,1,1,2,4,0
24310,B类,三线城市,否,5,2,1,1,0
24411,B类,二线城市,否,9,7,5,7,9
25034,B类,二线城市,否,4,7,6,1,2
26325,B类,二线城市,否,7,6,9,9,8
26413,B类,二线城市,否,1,1,0,2,6
26430,B类,三线城市,否,6,4,3,3,0
26681,B类,二线城市,否,,,15,6,17
26957,B类,三线城市,否,3,4,2,8,14
27034,B类,二线城市,否,1,2,4,7,3
27938,B类,二线城市,否,20,34,28,1,1
28314,B类,二线城市,否,2,2,,2,3
28456,B类,二线城市,否,5,6,4,5,4
28463,B类,二线城市,否,9,7,11,5,6
29063,B类,三线城市,否,7,,1,0,0
29731,B类,二线城市,否,1,2,1,4,0
29927,B类,二线城市,否,2,4,9,8,10
30614,B类,二线城市,否,,,2,2,1
30916,B类,三线城市,否,3,,4,0,0
32201,B类,二线城市,否,6,6,5,12,3
32352,B类,三线城市,否,8,3,5,4,2
32657,B类,二线城市,否,6,4,5,7,6
33885,B类,二线城市,否,5,3,4,7,1
34297,B类,三线城市,否,9,3,4,0,2
34488,B类,二线城市,否,8,2,4,1,5
34505,B类,二线城市,否,9,2,13,31,18
34866,B类,二线城市,否,3,10,10,10,11
35197,B类,二线城市,否,1,1,3,5,1
35975,B类,二线城市,否,5,,1,6,3
36433,B类,一线城市,否,2,11,5,7,1
36734,B类,二线城市,否,14,11,11,4,6
36955,B类,二线城市,否,15,6,4,6,5
36993,B类,三线城市,否,4,5,7,4,1
37724,B类,二线城市,否,10,3,3,5,3
37857,B类,二线城市,否,2,2,3,8,4
37927,B类,二线城市,否,,,,5,5
37944,B类,二线城市,否,8,11,13,27,14
38591,B类,二线城市,否,5,1,,1,2
38875,B类,一线城市,否,2,1,2,0,3
38895,B类,二线城市,否,6,1,6,4,1
39154,B类,一线城市,否,,1,9,5,1
39180,B类,二线城市,否,12,10,7,13,7
39290,B类,三线城市,否,,1,,1,0
39526,B类,二线城市,否,7,7,2,7,6
40378,B类,二线城市,否,3,2,8,8,6
40793,B类,三线城市,否,12,9,6,5,0
41555,B类,二线城市,否,3,,3,3,1
42119,B类,二线城市,否,15,16,19,12,9
42380,B类,二线城市,否,6,4,1,8,7
42463,B类,二线城市,否,9,4,,0,0
42667,B类,二线城市,否,2,,3,5,6
42948,B类,二线城市,否,,4,4,2,4
43057,B类,二线城市,否,3,4,8,9,7
43585,B类,二线城市,否,4,8,6,4,7
43597,B类,三线城市,否,2,8,4,0,11
43604,B类,二线城市,否,2,5,5,4,7
43970,B类,二线城市,否,5,2,,4,3
44030,B类,一线城市,否,7,5,3,1,0
44060,B类,一线城市,否,2,1,6,2,0
44798,B类,二线城市,否,14,5,5,5,8
45504,B类,二线城市,否,3,5,2,3,0
45924,B类,二线城市,否,7,7,2,8,5
47119,B类,二线城市,否,8,3,4,6,4
47218,B类,二线城市,否,3,3,4,8,6
47282,B类,二线城市,否,2,2,2,2,2
47486,B类,二线城市,否,7,7,6,6,8
47792,B类,一线城市,否,18,10,12,10,9
48164,B类,二线城市,否,10,5,4,1,1
48536,B类,二线城市,否,5,14,13,7,15
48703,B类,二线城市,否,1,1,3,5,1
48785,B类,二线城市,否,4,6,3,2,6
48976,B类,二线城市,否,,,2,2,1
49152,B类,二线城市,否,5,6,7,9,2
49370,B类,二线城市,否,3,5,4,6,9
49517,B类,二线城市,否,5,2,,3,2
49986,B类,二线城市,否,8,7,4,3,7
50104,B类,二线城市,否,2,,2,2,2
50552,B类,二线城市,否,10,6,5,8,7
50786,B类,二线城市,否,16,10,5,10,6
51472,B类,二线城市,否,10,3,6,3,4
51633,B类,二线城市,否,2,2,3,5,5
51639,B类,二线城市,否,10,5,3,2,3
51719,B类,二线城市,否,1,,2,1,0
53303,B类,二线城市,否,11,9,3,0,1
53516,B类,二线城市,否,6,7,1,7,7
53593,B类,二线城市,否,3,3,5,4,4
53602,B类,二线城市,否,4,3,5,5,3
54583,B类,二线城市,否,7,2,6,3,10
54791,B类,三线城市,否,7,9,9,3,1
55030,B类,一线城市,否,15,13,13,9,9
55338,B类,三线城市,否,5,,9,7,5
56006,B类,二线城市,否,11,5,,9,13
56114,B类,二线城市,否,2,6,5,0,7
56206,B类,二线城市,否,1,3,4,1,1
56243,B类,二线城市,否,3,3,1,0,2
56274,B类,二线城市,否,3,1,1,1,1
56613,B类,二线城市,否,8,,2,1,0
56697,B类,一线城市,否,8,9,6,9,1
56766,B类,二线城市,否,2,,1,1,0
56917,B类,二线城市,否,2,1,2,1,1
57311,B类,二线城市,否,5,,4,0,1
57445,B类,二线城市,否,5,3,8,8,5
57942,B类,二线城市,否,9,8,9,6,14
58351,B类,三线城市,否,16,17,22,13,0
58362,B类,二线城市,否,42,25,39,32,26
58453,B类,一线城市,否,3,4,5,4,2
58622,B类,二线城市,否,10,4,2,4,4
58799,B类,一线城市,否,3,2,,0,2
58900,B类,二线城市,否,3,5,2,2,6
59146,B类,二线城市,否,,,7,7,10
59221,B类,二线城市,否,8,,4,2,4
59278,B类,二线城市,否,3,2,5,5,8
59371,B类,二线城市,否,3,2,11,4,9
59720,B类,三线城市,否,,,9,0,0
59854,B类,二线城市,否,4,8,11,4,2
60039,B类,二线城市,否,7,1,1,4,3
60047,B类,二线城市,否,,1,3,4,3
60144,B类,二线城市,否,10,10,15,9,18
60272,B类,二线城市,否,3,5,12,7,11
60345,B类,二线城市,否,1,,2,3,1
60468,B类,三线城市,否,14,9,12,12,5
60613,B类,二线城市,否,6,7,2,4,6
60836,B类,一线城市,否,10,,3,9,9
60871,B类,二线城市,否,2,,4,3,1
60931,B类,三线城市,否,2,3,2,0,0
61077,B类,二线城市,否,14,11,12,12,17
61214,B类,二线城市,否,10,9,14,7,10
61232,B类,二线城市,否,3,4,7,2,3
61374,B类,二线城市,否,3,8,9,9,8
61416,B类,二线城市,否,3,,,5,5
61489,B类,三线城市,否,8,10,1,3,0
61519,B类,二线城市,否,9,8,10,19,15
61521,B类,一线城市,否,3,8,15,18,7
61660,B类,一线城市,否,5,15,8,12,1
61740,B类,二线城市,否,,8,2,5,2
310,B类,二线城市,否,4,2,13,3,3
778,B类,一线城市,否,5,10,8,6,9
996,B类,二线城市,否,5,16,13,14,17
2541,B类,二线城市,否,9,5,6,3,4
2996,B类,一线城市,否,6,2,4,2,4
3608,B类,一线城市,否,5,5,2,7,6
4042,B类,二线城市,否,4,3,2,3,0
4755,B类,二线城市,否,5,1,2,4,2
5527,B类,二线城市,否,6,5,7,2,4
6086,B类,二线城市,否,2,3,3,4,2
6100,B类,二线城市,否,,,11,3,8
6282,B类,二线城市,否,4,3,4,8,5
7778,B类,二线城市,否,,,2,5,3
8117,B类,三线城市,否,4,5,,9,1
8484,B类,二线城市,否,2,,1,2,0
8486,B类,二线城市,否,,3,2,5,3
9344,B类,一线城市,否,6,9,6,11,6
9644,B类,二线城市,否,2,1,2,6,3
9886,B类,一线城市,否,1,,1,1,3
10441,B类,二线城市,否,1,,2,5,2
10518,B类,二线城市,否,3,1,,5,4
10835,B类,二线城市,否,,6,17,4,9
11323,B类,二线城市,否,7,8,6,7,8
11923,B类,三线城市,否,2,,10,0,3
11926,B类,二线城市,否,9,4,6,9,4
13252,B类,二线城市,否,,2,12,7,4
13603,B类,二线城市,否,5,1,6,8,3
14304,B类,二线城市,否,,8,4,9,11
14894,B类,三线城市,否,14,7,6,8,6
16081,B类,二线城市,否,7,4,11,6,3
16107,B类,三线城市,否,7,2,4,0,1
16647,B类,二线城市,否,6,5,4,2,0
16697,B类,三线城市,否,9,8,,9,6
17379,B类,二线城市,否,6,8,2,6,2
17408,B类,二线城市,否,6,7,7,3,4
17988,B类,二线城市,否,8,8,2,9,8
18904,B类,三线城市,否,1,,,0,1
19931,B类,二线城市,否,6,,4,4,2
21202,B类,三线城市,否,11,,2,0,0
24132,B类,三线城市,否,1,,,0,0
24276,B类,二线城市,否,4,6,13,10,7
24526,B类,二线城市,否,10,11,5,5,2
25207,B类,二线城市,否,6,14,6,11,18
25772,B类,二线城市,否,13,7,5,2,1
27298,B类,二线城市,否,10,2,4,1,6
27414,B类,一线城市,否,3,3,2,4,3
28850,B类,三线城市,否,6,1,2,4,0
30022,B类,二线城市,否,3,2,1,4,1
30551,B类,二线城市,否,3,7,3,5,1
32147,B类,二线城市,否,2,3,7,9,10
33010,B类,二线城市,否,2,4,2,2,2
33527,B类,三线城市,否,14,13,8,5,7
34460,B类,三线城市,否,7,10,11,1,6
34634,B类,一线城市,否,9,11,12,15,14
35898,B类,二线城市,否,3,,4,2,0
35953,B类,三线城市,否,9,7,5,1,2
38459,B类,二线城市,否,7,19,4,10,6
39228,B类,三线城市,否,3,2,7,0,0
39508,B类,二线城市,否,7,8,10,9,6
40375,B类,二线城市,否,3,3,4,0,2
41924,B类,三线城市,否,4,6,2,6,10
42341,B类,二线城市,否,1,2,7,4,6
42502,B类,二线城市,否,20,18,7,5,2
42875,C类,二线城市,否,,1,,2,0
43449,C类,二线城市,否,2,2,19,12,12
44282,C类,二线城市,否,,2,1,7,6
45961,C类,三线城市,否,2,,,0,0
46227,C类,一线城市,否,3,13,9,15,11
46574,C类,一线城市,否,2,,3,1,1
46816,C类,一线城市,否,3,4,3,2,6
47195,C类,二线城市,否,4,2,7,9,1
47446,C类,一线城市,否,4,,21,4,10
47974,C类,二线城市,否,6,1,2,6,3
47989,C类,二线城市,否,,,,0,0
50257,C类,二线城市,否,8,2,6,10,6
50426,C类,二线城市,否,4,,,0,0
50719,C类,一线城市,否,,2,1,0,1
51199,C类,三线城市,否,6,8,12,8,13
53009,C类,二线城市,否,3,1,2,7,8
53703,C类,二线城市,否,3,4,2,4,6
55052,C类,二线城市,否,12,11,16,9,14
55330,C类,二线城市,否,4,6,4,5,7
55580,C类,二线城市,否,2,1,4,8,5
56821,C类,二线城市,否,5,7,4,8,11
57726,C类,二线城市,否,,2,3,4,5
57796,C类,一线城市,否,8,5,11,5,4
57858,C类,三线城市,否,4,7,3,3,1
57913,C类,二线城市,否,12,9,6,8,4
57950,C类,二线城市,否,3,,7,1,5
57977,C类,三线城市,否,4,2,3,2,0
58011,C类,二线城市,否,3,2,2,3,7
58127,C类,二线城市,否,,1,3,3,3
58177,C类,二线城市,否,5,3,,4,6
58331,C类,三线城市,否,8,5,10,3,6
58974,C类,三线城市,否,14,4,10,7,6
59230,C类,二线城市,否,9,4,9,4,7
59669,C类,二线城市,否,5,3,6,5,3
59954,C类,二线城市,否,5,4,2,1,1
60255,C类,三线城市,否,4,8,7,2,4
60721,C类,二线城市,否,2,2,4,4,3
60847,C类,二线城市,否,,,,0,0
60949,C类,二线城市,否,6,6,7,3,8
60994,C类,二线城市,否,11,4,4,3,2
61013,C类,二线城市,否,4,4,6,3,4
61317,C类,二线城市,否,11,6,5,1,12
61366,C类,二线城市,否,7,6,7,2,6
61424,C类,二线城市,否,1,5,5,0,8
61504,C类,三线城市,否,12,9,9,1,0
61632,C类,二线城市,否,,2,4,0,6
61868,C类,二线城市,否,2,3,5,7,6
61893,C类,二线城市,否,4,1,8,3,1
61947,C类,一线城市,否,,7,6,3,2
62402,C类,二线城市,否,5,1,9,6,13
253,C类,二线城市,否,12,21,8,11,13
702,C类,一线城市,否,,1,4,0,1
1950,C类,一线城市,否,2,1,1,3,1
2502,C类,二线城市,否,8,7,3,3,14
2821,C类,二线城市,否,4,2,9,2,2
4129,C类,二线城市,否,3,2,3,4,2
4284,C类,二线城市,否,4,2,3,1,3
4319,C类,一线城市,否,3,4,2,5,2
4399,C类,二线城市,否,2,3,7,1,3
4463,C类,二线城市,否,6,5,4,7,4
4757,C类,二线城市,否,7,6,6,3,3
5208,C类,二线城市,否,8,7,9,7,6
6343,C类,二线城市,否,11,12,10,9,12
8830,C类,二线城市,否,,,0,1,2
8978,C类,二线城市,否,7,3,,5,1
9132,C类,一线城市,否,8,4,5,6,3
9243,C类,三线城市,否,2,1,,7,3
9285,C类,一线城市,否,2,3,2,3,2
10017,C类,二线城市,否,2,13,7,3,7
10572,C类,二线城市,否,5,4,,9,6
11222,C类,二线城市,否,4,5,3,5,7
12974,C类,二线城市,否,2,2,4,0,1
12979,C类,三线城市,否,10,8,1,0,0
13197,C类,三线城市,否,4,,,6,1
13704,C类,二线城市,否,13,34,9,34,21
13706,C类,二线城市,否,7,12,10,8,3
13900,C类,二线城市,否,8,3,6,5,1
13905,C类,二线城市,否,2,,4,0,4
14929,C类,二线城市,否,4,9,13,9,8
15113,C类,一线城市,否,4,1,4,3,2
15377,C类,二线城市,否,,,1,1,0
15933,C类,二线城市,否,3,3,1,1,0
16796,C类,二线城市,否,6,9,8,4,8
16925,C类,一线城市,否,10,4,5,3,8
16961,C类,三线城市,否,5,,,0,0
16995,C类,二线城市,否,,2,3,6,4
19164,C类,三线城市,否,11,7,10,7,0
19492,C类,二线城市,否,2,2,8,6,1
20365,C类,二线城市,否,,,12,4,5
20539,C类,二线城市,否,5,3,4,4,5
21601,C类,二线城市,否,9,6,1,0,0
22449,C类,三线城市,否,,,,0,0
23411,C类,二线城市,否,12,8,9,9,8
23472,C类,三线城市,否,2,5,12,3,3
23781,C类,三线城市,否,,,6,0,0
25209,C类,二线城市,否,1,,,0,0
25514,C类,三线城市,否,2,6,4,0,0
26381,C类,三线城市,否,,3,2,4,4
26585,C类,三线城市,否,1,3,2,2,0
27575,C类,二线城市,否,9,1,,0,0
27649,C类,三线城市,否,2,2,1,0,0
27741,C类,一线城市,否,1,,2,2,3
27995,C类,三线城市,否,7,5,9,5,8
28331,C类,二线城市,否,,,,3,8
28631,C类,二线城市,否,1,,,0,0
29330,C类,三线城市,否,2,,3,0,2
29691,C类,三线城市,否,9,18,4,9,11
29710,C类,二线城市,否,8,9,5,15,8
29876,C类,二线城市,否,2,3,1,1,4
30235,C类,三线城市,否,6,7,7,3,2
30465,C类,二线城市,否,3,7,4,3,7
30565,C类,一线城市,否,3,6,4,8,1
32702,C类,三线城市,否,4,1,6,0,1
32949,C类,二线城市,否,12,10,9,8,9
33085,C类,二线城市,否,5,6,4,6,5
33169,C类,一线城市,否,6,5,2,5,2
33429,C类,二线城市,否,,1,,0,0
33503,C类,一线城市,否,6,2,8,8,10
33544,C类,二线城市,否,,,5,0,2
33817,C类,二线城市,否,7,3,10,7,5
34007,C类,二线城市,否,,,1,0,0
34024,C类,三线城市,否,3,2,5,0,1
35010,C类,二线城市,否,1,4,6,4,1
36758,C类,二线城市,否,2,5,6,5,10
37126,C类,二线城市,否,,1,,1,0
37412,C类,二线城市,否,4,3,2,6,4
38004,C类,三线城市,否,12,11,10,0,9
38428,C类,三线城市,否,4,3,,6,9
38696,C类,二线城市,否,3,3,3,5,3
38996,C类,二线城市,否,,,,1,0
39882,C类,二线城市,否,4,1,5,3,1
41116,C类,一线城市,否,7,4,9,8,5
41485,C类,二线城市,否,6,9,6,3,8
42013,C类,二线城市,否,8,8,7,8,10
43012,C类,二线城市,否,2,,3,1,4
43111,C类,二线城市,否,,1,9,5,4
43112,C类,二线城市,否,7,6,14,7,9
43389,C类,一线城市,否,3,5,2,6,4
44441,C类,三线城市,否,39,5,6,0,6
44541,C类,二线城市,否,6,6,13,4,1
44573,C类,二线城市,否,10,8,6,12,8
45515,C类,二线城市,否,8,1,,6,3
45644,C类,二线城市,否,3,,1,0,0
45645,C类,二线城市,否,3,3,5,2,1
45824,C类,二线城市,否,6,7,3,3,3
45935,C类,二线城市,否,3,,2,4,0
46023,C类,二线城市,否,2,3,1,11,6
46068,C类,二线城市,否,1,9,2,1,4
46370,C类,三线城市,否,,,,0,5
46713,C类,二线城市,否,4,,5,6,1
46767,C类,三线城市,否,15,25,4,0,1
46802,C类,二线城市,否,2,4,6,2,0
46809,C类,二线城市,否,5,9,5,1,7
47236,C类,二线城市,否,1,4,3,8,2
47658,C类,二线城市,否,17,8,1,9,5
48027,C类,二线城市,否,1,,6,4,2
48037,C类,一线城市,否,4,4,8,7,4
48729,C类,二线城市,否,5,4,6,6,11
48867,C类,二线城市,否,10,9,7,6,8
49227,C类,二线城市,否,,2,1,2,5
49238,C类,二线城市,否,6,9,9,10,8
49982,C类,二线城市,否,4,6,12,12,10
50063,C类,二线城市,否,4,8,5,7,2
50204,C类,二线城市,否,4,3,1,5,7
50330,C类,三线城市,否,10,6,8,10,0
50598,C类,二线城市,否,10,5,6,5,4
51006,C类,二线城市,否,1,1,6,6,4
51248,C类,二线城市,否,5,4,4,1,1
51492,C类,一线城市,否,,5,3,6,6
51570,C类,一线城市,否,7,4,4,2,4
51607,C类,二线城市,否,,4,3,6,1
51653,C类,二线城市,否,9,13,21,8,2
51850,C类,二线城市,否,2,3,2,5,5
52045,C类,二线城市,否,10,8,13,8,2
52084,C类,二线城市,否,1,,,0,0
53148,C类,二线城市,否,6,6,,3,0
53851,C类,一线城市,否,14,6,5,10,14
53931,C类,二线城市,否,5,7,1,0,0
54461,C类,二线城市,否,,,,0,0
54857,C类,二线城市,否,,2,,3,10
55154,C类,二线城市,否,5,7,1,6,5
55328,C类,二线城市,否,8,3,3,7,9
55397,C类,二线城市,否,5,2,4,7,0
55711,C类,二线城市,否,2,1,5,3,4
55718,C类,一线城市,否,1,,5,11,4
56238,C类,二线城市,否,6,9,9,8,6
56508,C类,二线城市,否,4,4,3,6,7
56703,C类,三线城市,否,20,1,10,10,2
56791,C类,二线城市,否,6,2,2,1,0
56817,C类,三线城市,否,5,,1,0,1
57088,C类,二线城市,否,5,2,5,2,11
57766,C类,二线城市,否,7,6,8,5,8
57906,C类,三线城市,否,6,11,7,13,4
58098,C类,二线城市,否,,,1,6,3
59245,C类,二线城市,否,7,3,4,8,4
59759,C类,二线城市,否,4,4,3,5,12
59783,C类,二线城市,否,3,,,1,0
59998,C类,二线城市,否,,4,7,1,1
60112,C类,三线城市,否,4,2,5,2,1
60131,C类,二线城市,否,6,7,8,14,14
60192,C类,二线城市,否,2,,4,0,1
60313,C类,二线城市,否,2,2,4,0,2
60342,C类,二线城市,否,11,11,8,12,7
60474,C类,二线城市,否,1,,1,0,4
60523,C类,三线城市,否,1,11,2,0,0
60528,C类,一线城市,否,4,5,2,3,3
60571,C类,二线城市,否,4,4,,3,1
60603,C类,二线城市,否,20,13,11,13,20
60700,C类,二线城市,否,10,8,7,10,2
60928,C类,二线城市,否,8,4,4,3,1
60987,C类,二线城市,否,3,3,6,8,0
61039,C类,二线城市,否,2,2,4,2,8
61068,C类,二线城市,否,3,2,1,3,1
61078,C类,二线城市,否,3,3,1,5,3
61200,C类,三线城市,否,,,11,0,0
61364,C类,二线城市,否,,7,9,4,3
61371,C类,二线城市,否,18,17,27,22,19
61527,C类,二线城市,否,,4,,0,0
61531,C类,二线城市,否,5,3,5,11,9
61555,C类,二线城市,否,,7,3,6,5
61557,C类,一线城市,否,2,3,2,2,0
61650,C类,三线城市,否,6,,2,0,1
61801,C类,三线城市,否,1,4,4,1,2
61837,C类,三线城市,否,,5,5,7,5
61873,C类,三线城市,否,2,,7,7,4
61925,C类,三线城市,否,5,5,7,6,2
62003,C类,二线城市,否,1,4,4,3,1
62008,C类,二线城市,否,10,15,10,18,15
62171,C类,二线城市,否,7,5,13,15,5
353,C类,一线城市,否,1,1,2,1,2
571,C类,二线城市,否,1,3,,13,5
2187,C类,一线城市,否,7,2,3,5,7
2222,C类,二线城市,否,15,6,19,4,8
2348,C类,二线城市,否,1,3,6,5,5
2539,C类,二线城市,否,1,5,3,6,1
2573,C类,二线城市,否,,1,1,1,4
5089,C类,一线城市,否,4,2,,1,8
5139,C类,二线城市,否,5,4,4,3,2
5404,C类,二线城市,否,3,5,6,3,2
5431,C类,二线城市,否,3,8,7,4,7
6110,C类,二线城市,否,8,,5,4,4
7021,C类,二线城市,否,3,2,2,0,3
8166,C类,二线城市,否,4,1,,2,1
8275,C类,一线城市,否,5,3,1,4,1
8835,C类,二线城市,否,7,1,6,2,4
9786,C类,二线城市,否,4,,6,4,7
10069,C类,三线城市,否,3,3,2,3,1
10822,C类,一线城市,否,3,4,2,6,9
11296,C类,二线城市,否,5,11,5,5,1
11489,C类,二线城市,否,11,5,9,3,5
11793,C类,三线城市,否,3,,7,0,4
13233,C类,二线城市,否,3,4,2,4,1
14615,C类,二线城市,否,,,,3,0
16367,C类,二线城市,否,5,13,3,1,7
17281,C类,三线城市,否,4,2,4,10,0
17813,C类,一线城市,否,,2,3,5,2
19327,C类,三线城市,否,,8,3,0,3
19885,C类,三线城市,否,7,,4,1,0
20267,C类,三线城市,否,13,7,4,8,10
22611,C类,三线城市,否,1,,1,0,0
23447,C类,二线城市,否,3,4,6,6,8
25382,C类,二线城市,否,,,1,0,1
26318,C类,二线城市,否,5,2,3,3,5
29364,C类,三线城市,否,44,22,21,2,27
31491,C类,二线城市,否,18,14,4,11,14
32461,C类,二线城市,否,,,,0,1
35007,C类,三线城市,否,1,1,2,3,4
35101,C类,二线城市,否,9,8,10,4,2
35445,C类,二线城市,否,5,1,5,1,8
35977,C类,二线城市,否,6,7,13,9,7
36811,C类,二线城市,否,1,1,5,3,9
37172,C类,二线城市,否,,2,,0,0
39679,C类,二线城市,否,3,,3,2,3
39900,C类,二线城市,否,7,4,9,3,0
40167,C类,二线城市,否,8,2,3,13,7
40895,C类,三线城市,否,1,1,5,0,6
41556,C类,二线城市,否,7,3,6,1,0
41890,C类,二线城市,否,2,3,3,2,3
41925,C类,二线城市,否,1,3,2,4,1
42381,C类,二线城市,否,10,4,9,4,4
42918,C类,二线城市,否,2,1,3,3,0
43474,C类,二线城市,否,4,,1,2,3
43509,C类,二线城市,否,,3,4,3,5
44304,C类,二线城市,否,,7,2,6,2
44349,C类,二线城市,否,1,4,4,4,8
45511,C类,二线城市,否,3,9,10,4,3
45796,C类,二线城市,否,3,3,4,7,4
46196,C类,二线城市,否,,2,0,2,1
46571,C类,二线城市,否,1,3,1,3,4
46633,C类,三线城市,否,2,2,4,0,0
